text_id	text	task_1	task_2	task_3
hasoc_en_3402	mine is also country. dhonikesaathdesh dhonikeeptheglove dhonikeepstheglove dhoni dhonikeepbalidaanbadgeglove	NOT	NONE	NONE
hasoc_en_3403	biggest theif of all time. he is a cheater. all his career match was fixed. he is nothing without match fixing. dhonikeepstheglove cwc19 iccworldcup2019 indiawithdhoni india bcci icc fixing theif	NOT	NONE	NONE
hasoc_en_3404	this is not surprising at all. trump will try to start a war because he believes it will help him get reelected. its actually not necessary though if youre just going to cheat anyway. trumpisatraitor	NOT	NONE	NONE
hasoc_en_3405	only us government to recognize pakistan as a terroristnationpakistan	NOT	NONE	NONE
hasoc_en_3406	borisjohnsonshouldnotbepm? no, borisjohnsonshouldbearrested alongwiththerestofthem. they are quite literally, and quite openly, plotting to cause severe damage to the uk. if a foreign power were doing what they were doing we would call it an act of war.	NOT	NONE	NONE
hasoc_en_3407	you wait for 4 years for a washed out world cup final. which, the way tournament is progressing, is a possibility. hats off to you . standing ovation amp slow clap icc cricketworldcup2019 cwc19 shameonicc picture courtesy inshorts	NOT	NONE	NONE
hasoc_en_3408	what indian media keeps on priority 1. dhonikeepstheglove 2. worldcup2019 3. pmvisittomaldivessrilanka if there is something happens between pakistan and india then it would be on top trending dont you think about missingan32	NOT	NONE	NONE
hasoc_en_3409	unbelievable! women can not let this stand. alabama lawmakers want to go back to keeping women barefoot and pregnant even if in the case of rape. rape is an an act of extreme violence! a rapist shouldnt have any say after committing that crime!	HOF	HATE	TIN
hasoc_en_3410	police brutality is what brought under and down and wiped it out from punjab. those who didnt learn, repeated same in delhi. agle election mein karaara jawaab milega. fuckbjp fuckdelhipolice fucknda	HOF	OFFN	TIN
hasoc_en_3411	.lol. id pay a lot of money to see all decked out in his lance armsrong gear struggling on the side of the road with his pony tail hanging out his stupid bike helmet as he trekked his way to s house. douchebag	HOF	OFFN	TIN
hasoc_en_3412	retweet if you have paypalcashapp and want me to send you money must be following. findom paypig sugar daddy cuck moneyslave cashcow sugarbabiesneeded copaamerica doctorsfightback bank sugardaddys findom bitcoin blockchain breaking saturdaymorning money b	NOT	NONE	NONE
hasoc_en_3413	emergencies being handled alongside peaceful protests. still authorities remain aloof..no security yet,no arrest of culprits..savethedoctors doctorsfightback mamatalosingcontrol	NOT	NONE	NONE
hasoc_en_3414	we need to claim love it or leave it as ours. say it to people who support the treason traitor occupying the white house. loveitorleaveit impeachmenthearingsnow trumpisatraitor	HOF	OFFN	TIN
hasoc_en_3415	indians do not have any connection with the logic in any way. dhonikeepstheglove is a useless campaign. better sense should prevail. its a cricket game, play it with sportsmanship and dont try to be chaudhary of cricket. adivce from pakistan	NOT	NONE	NONE
hasoc_en_3416	criminals homi, riots specialist tadiparamp co, despo to colonize bengalwill try to sabotage talks btwn mamta amp doctorsfightback dont become pawns in hindumuslimhindumuslim tukdetukdegangrabidss	HOF	HATE	TIN
hasoc_en_3417	doctors are the most trusted and respected human beings in the whole world except india. no political parties saying anything about this because they are learned people and not any partys votebank. please sir we asked for your response doctorsfightback	NOT	NONE	NONE
hasoc_en_3418	world medical association on doctorsstrike. read this? if your kanyashree has reached to , your poorly funded goons story has reached to international organisations for all wrong reasons. zero tolerance to violence at workplace. doctorsfightback	NOT	NONE	NONE
hasoc_en_3419	whats your problem if dhoni wear the balidaan badge on the gloves keepthegloves dhonikeeptheglove dhonikeeptheglove your work is need to run the tournament properly whistlepodu yellove dhonikeeptheglove dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_3420	happy johnmccainday impeachtrumpnow fucktrump fucktrumpjunior	HOF	PRFN	TIN
hasoc_en_3421	normpattis is a scumbag attorney. a mother of 5 is murdered and you act like a pompous arrogant prick. good job douche your mother must be so proud of u. fotisdulos guilty deathpenalty murderer	HOF	OFFN	TIN
hasoc_en_3422	lets get this going. now is the time! impeachtrumpnow impeachmentinquirynow impeachtrump impeachbarr impeachbarrnow trumpisatraitor trumpcrimefamily trumpconcentrationcamps	HOF	OFFN	TIN
hasoc_en_3423	if is having issues with the number of logos on the gloves im sure sg can custom make one without their logo and only have the dagger insignia ? dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_3424	now someone who said this and seriously wants to be pm would never duck a tv debate surely borisjohnsonshouldnotbepm	NOT	NONE	NONE
hasoc_en_3425	to all my fellow resisters followers and to those still out there, you guysgals rock my socks off!! johhmccainday fucktrump impeachmentinquirynow theresistance	HOF	OFFN	TIN
hasoc_en_3426	did you find the real killer yet? murderer	NOT	NONE	NONE
hasoc_en_3427	just more lies from the putininstalled liarinchief trumprussia trumpisatraitor	HOF	OFFN	TIN
hasoc_en_3428	a brilliant spoof of this moron being tipped by morons for pm. goes to show just how embarrassing politics is in this small minded country. borisjohnsonshouldnotbepm	HOF	PRFN	UNT
hasoc_en_3429	dude, just because you keep repeating it, does not make it true. ihate45 worstpresidentever weaselheadedfucknugget shutyourshithole fucktrump yousuck liarinchief noclass moron ridusofthisdisease unfollowtrump	HOF	PRFN	TIN
hasoc_en_3430	putinpotus got another loveletter from kim... claims a wonderful relationship with a murderer. says the remains amp hostages were returned. they were dead but returned. potuswithoutaclue	NOT	NONE	NONE
hasoc_en_3431	retweet if you want dhoni to keep the balidan batch. dhonikeepstheglove dhoniatcwc19	NOT	NONE	NONE
hasoc_en_3432	donald trump trails joe biden by double digits in new statewide michigan poll detroit free press fucktrump	NOT	NONE	NONE
hasoc_en_3433	absolutely, abhorrent that 911 responders have to beg. fucktrump fuckthegop 911firstresponders	NOT	NONE	NONE
hasoc_en_3434	dear just improve your umpiring first then talk about this dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_3435	pakistans foreign exchange reserves are very low now. the terroristnationpakistan to face bankruptcy soon under the leadership of . now, this seasoned beggar will again start begging for alms from rich countries. now no one can save pakistan from destruction.	HOF	OFFN	TIN
hasoc_en_3436	wonderful guys making money out of others misery a brilliant torypolicy. borisjohnsonshouldnotbepm ever	NOT	NONE	NONE
hasoc_en_3437	watch the gop be silent about trump in real time once again admitting hed accept oppo research from a foreign power. cant blame the dems on this one. complicitgop trumpisanationalsecuritythreat trumpisatraitor locktrumpup needtoimpeach impeachdonaldtrumpnow	NOT	NONE	NONE
hasoc_en_3438	as i scroll through all i see is this tweet is unavailable. cause i blocked all youre fake followers, russian bots and racist whiners. make america proud again. cause fucktrump its always been great. make america smart again. cause fucktrump we believe in science	HOF	HATE	TIN
hasoc_en_3439	assume they are no longer an acquaintance?! douchebag	NOT	NONE	NONE
hasoc_en_3440	what an idiot. this asshole thinks hes fucking samgiancana fucktrump	HOF	PRFN	TIN
hasoc_en_3441	if4england ashes is more important than worldcup2019,then no more games will be played in england? is england still looksuganda as d facilities seems! shameonicc cheating dfans!surprisingly, no eng,aus washout sofar? unfair advantage, still gentlemans game	NOT	NONE	NONE
hasoc_en_3442	the whole nation stands with the doctors of wb.... doctorsfightback	NOT	NONE	NONE
hasoc_en_3443	pakistan even wore a black band opposing israel and was completely fine with it dhonikeepstheglove boycottworldcup boycotticc	NOT	NONE	NONE
hasoc_en_3444	now we understand how the matches are designed! they are making sure only eng will be match ready when its time for semis and all other teams matches get washed out! desperate times! desperate measures! cwc19 iccworldcup2019 shameonicc engvwi	NOT	NONE	NONE
hasoc_en_3445	yep. same here! i thought i was pretty savvy. i joined twitter cuz i knew trumpisatraitor then i realized the whole gop are nothing but scum. that was the real game changer for me. fucktrump and fuckthegop	HOF	PRFN	TIN
hasoc_en_3446	the douchebag of social media has greatly struck again!	NOT	NONE	NONE
hasoc_en_3447	the two unbeaten sides india and new zealand in worldcup2019 beaten by rain shameonicc	NOT	NONE	NONE
hasoc_en_3448	india won the toss nd choose to bat first . india paying with same playing 11 hope ki 350 cross kre india aj.. indvaus cwc19 dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_3449	dear icc, you need to check weather forecasting for venues where matches are supposed to play..! cricket fans are disappointed..! shameonicc	NOT	NONE	NONE
hasoc_en_3450	for anyone to compare to jackie o is deplorable. fucktrump	NOT	NONE	NONE
hasoc_en_3451	i have more respect amp like the us mil more than trump for which ill be a statist for a minute to wish the 4 branches a happy birthday. as an ancapyes, that saying a lot. fucktrump tlot anarchy	NOT	NONE	NONE
hasoc_en_3452	im usually a little more eloquent with my words, but growing up in southern california and watching this all happen literally in my face only elicits a threeword response when i think of o.j. fuck you, o.j. yes, id say it to his face, too. murderer	HOF	PRFN	TIN
hasoc_en_3453	the national disgrace. fucktrump	NOT	NONE	NONE
hasoc_en_3454	manipur doctors to support all india strike on monday manipur imphal ima nrs opd indianmedicalassociation doctorsstrike doctorsfightback aiims	NOT	NONE	NONE
hasoc_en_3455	to make your country great, do invest in education rather than incarceration. make discrimination in all forms punishable by law. invest in the arts. pay a livable minimum wage. do not roll back protections for an already hugely marginalised community. pride fucktrump	NOT	NONE	NONE
hasoc_en_3456	staystrongdelhisikhs isupportdelhisikhs and yeah fuckdelhipolice yeh le tag bhi kar diya you will get international protests and be exposed soon.	HOF	PRFN	TIN
hasoc_en_3457	no weekend would be complete without some drilling hammering sawing and sanding from next door dickhead	HOF	PRFN	UNT
hasoc_en_3458	apparently, kakoli ghosh dastidar thinks that dr.paribaha would not survive if the government did not pay. and your party is the one who is threatening his family. if you think youre powerful, you would not need to blackmail him. shame on you. saveourdoctors doctorsfightback	NOT	NONE	NONE
hasoc_en_3459	hey, no strike for some workers? doctorsfightback at what cost?	NOT	NONE	NONE
hasoc_en_3460	in my defence i do blame the local beer holy mother of jesus it was strong .. because of the stoppage in the first half when the ref blew for half time .. i thought it was full time and started heading out the ground dickhead	HOF	PRFN	UNT
hasoc_en_3461	screw 45 and bring back joe crain!! johnmccaindayjune14th trumpisatraitor	HOF	PRFN	TIN
hasoc_en_3462	so, the next time someone cant be bothered to turn up to something, can we refer to it as doing a boris? is a joke. borisjohnsonshouldnotbepm	NOT	NONE	NONE
hasoc_en_3463	fucktrump, multiple countries have suffered bcs he even exists.	NOT	NONE	NONE
hasoc_en_3464	shame on you france for inviting paresh naik to your office in paris ,he is a rapist, fire him. rapist shame france paris	HOF	PRFN	TIN
hasoc_en_3465	counting complaints isnt enough, its high time to take action. firstly digitize all the complaints received, push them online. transfer case to cbi, they would do better and quicker justice. imafraud has again made the rich richer and poor poorer imafraudcase imajewels	NOT	NONE	NONE
hasoc_en_3466	if only plastics too had the selfdestructive trait of mamta banerjee. doctorsfightback savebengal	NOT	NONE	NONE
hasoc_en_3467	dhoni dhonikeeptheglove dhonikesaathdesh dhonikeepstheglove dear amp why questioning ? pls tell us... 𝙋𝙖𝙠 𝙘𝙧𝙞𝙘𝙠𝙚𝙩 𝙩𝙚𝙖𝙢 𝙨𝙖𝙡𝙪𝙩𝙚 𝙩𝙤 𝙋𝙖𝙠 𝙖𝙧𝙢𝙮 𝙛𝙧𝙤𝙢 𝙜𝙧𝙤𝙪𝙣𝙙	NOT	NONE	NONE
hasoc_en_3468	whos going to win today?? vs indvaus indvsaus cwc19 cwc2019 teamindia cmonaussie sundaythoughts cricketworldcup2019 cricketmerijaan dhonikeepstheglove dhonigloves viratkohli aaronfinch	NOT	NONE	NONE
hasoc_en_3469	all old white men. jesus help us. fuckevangelicals fucktrump fuckgop	HOF	PRFN	TIN
hasoc_en_3470	yea, he loves kids. were ready to catch a glimpse of him ...in prison. marchagainstfascism impeachmentinquirynow trumpcrimefamily trumpcrimesyndicate impeachtrump trumpisatraitor trumpisaninternationaldisgrace trumpisnotabovethelaw trumpismisterrorism trumpforprison	NOT	NONE	NONE
hasoc_en_3471	beyond stupid. cheetolini just wants to spend my taxes on a shiny new toy. fucktrump	NOT	NONE	NONE
hasoc_en_3472	mcconnell ... knew the popularity of the bill and when he didnt get his way this is the one he pulled off the bill. that says something about the type of man were dealing with here. he held us hostage and its not right, its not right. douchebag	NOT	NONE	NONE
